Bloco;Parcela;Faixa;Arvore;Fuste;Código;;X;Y;Familia;Nome_Cientifico;Nome_comum;CAP_2002;CAP_2005;CAP_2008;CAP_2011;CAP_2014;CAP_2017;CAP_2020;CAP_2026;HC;anoHC;HT;anoHT;Fuste;Estrato;Fitossanidade;Pos;Forma;Ano_Ingresso;info_Morta;Ano_Morta;Observacoes
3;4;3;475;1;0;FALSO;278;31.6;Lauraceae;Nectandra grandiflora Nees & Mart;Canela-amarela;69;74.3;76.5;78.8;78.8;;;;;;;;0;0;0;0;0;;1;2017;
3;4;3;476;1;0;VERDADEIRO;272.3;28.2;Lauraceae;Nectandra grandiflora Nees & Mart;Canela-amarela;52;53.2;53.9;52.8;52.9;77.6;;;;;;;0;0;0;0;0;;1;2017;
3;4;3;476;1;1;VERDADEIRO;272.3;28.2;Lauraceae;Nectandra grandiflora Nees & Mart;Canela-amarela;64.5;76.6;79;79.8;79.5;77.6;;;;;;;0;0;0;0;0;;1;2020;
3;4;3;476;2;2;FALSO;272.3;28.2;Lauraceae;Nectandra grandiflora Nees & Mart;Canela-amarela;52;53.2;53.9;52.8;52.9;;;;;;;;0;0;0;0;0;;1;2017;
3;4;3;477;1;0;FALSO;270.4;22.4;Asteraceae;Vernonanthura petiolaris (DC.) H.Rob.;Vassourão;133;137.7;136.7;;;;;;;;;;0;0;0;0;0;;1;2011;
3;4;3;478;1;0;FALSO;273.8;22;Rubiaceae;Palicourea sessilis (Vell.) C.M.Taylor;Jasmim-verdadeiro;60;60;61.5;65.5;69.6;72;73.2;0;0;;0;;0;0;0;0;0;;1;2026;
3;4;3;479;1;0;FALSO;275.8;23;Araucariaceae;Araucaria angustifolia (Bertol.) Kuntze;Araucária;241.5;245.5;247.5;249.3;251.9;253;252.1;257;0;;0;;0;0;0;0;0;;0;;
3;4;3;480;1;0;FALSO;279;20;Primulaceae;Myrsine umbellata Mart.;Capororocão;79;81.4;82;82.3;82.4;81.7;;;;;;;0;0;0;0;0;;1;2020;
3;4;3;481;1;0;FALSO;278;19.4;Meliaceae;Cedrela fissilis Vell.;Cedro;35.5;41.4;43.5;44.2;50.2;55;58;58.3;0;;0;;0;0;0;0;0;;0;;
3;4;3;482;1;0;FALSO;277.2;17.1;Lauraceae;Nectandra grandiflora Nees & Mart;Canela-amarela;42;43.3;46;46.2;50;53.4;51.8;51;0;;0;;0;0;0;0;0;;0;;
3;4;3;483;1;0;FALSO;270.9;12;Lauraceae;Ocotea puberula (Rich.) Nees;Canela-guaicá;99;104;106;108.8;108.8;100.2;;;;;;;0;0;0;0;0;;1;2020;
3;4;3;484;1;0;FALSO;270.4;12.2;Myrtaceae;Myrciaria delicatula (DC.) O.Berg;Araçá-do-mato;31.5;33.1;35.5;38.5;42.4;46.1;51.6;60.6;0;;0;;0;0;0;0;0;;0;;
3;4;3;485;1;0;FALSO;270.2;8.9;Myrtaceae;Myrcia splendens (Sw.) DC.;Guamirim-preto;50;52;54.3;56.2;59;61.2;62.1;66;0;;0;;0;0;0;0;0;;0;;
3;4;3;486;1;0;FALSO;272;2.3;Symplocaceae;Symplocos tetrandra Mart.;Sete-Sangria;32;34.2;36;;;;;;;;;;0;0;0;0;0;;1;2011;
3;4;3;534;1;0;FALSO;275;40.7;Fabaceae;Ormosia arborea (Vell.) Harms;Coronheira;;34.2;36.5;38.8;40.7;42.5;44.7;48.6;0;;0;;0;0;0;0;0;2005;0;;
3;4;3;535;1;0;FALSO;271;13;Myrtaceae;Myrcia splendens (Sw.) DC.;Guamirim-preto;;31.8;32;32.5;33;32.8;32.8;30;0;;0;;0;0;0;0;0;2005;1;2026;
3;4;3;536;1;0;FALSO;270.8;7.6;Myrtaceae;Myrcia hebepetala DC.;Caingá;;31.5;35;38.4;41.5;42.6;43.9;0;0;;0;;0;0;0;0;0;2005;1;2026;
3;4;3;537;1;0;FALSO;276;8.2;Myrtaceae;Myrcia splendens (Sw.) DC.;Guamirim-preto;;32.1;35.5;38.9;41;45.2;51.1;51.1;0;;0;;0;0;0;0;0;2005;0;;
3;4;3;553;1;0;FALSO;270.9;11.5;Rubiaceae;Coussarea contracta (Walp.) Müll.Arg.;Cinzeiro-preto;;;34;35.3;36.3;38.4;39.5;44.9;0;;0;;0;0;0;0;0;2008;0;;
3;4;3;554;1;0;FALSO;273;0.4;Myrtaceae;Myrcia hebepetala DC.;Caingá;;;34.5;36;36.8;37.9;37.9;38.6;0;;0;;0;0;0;0;0;2008;0;;
3;4;3;628;1;0;FALSO;276;41.5;Salicaceae;Casearia sylvestris Sw.;Guaçatunga-preta;;;;;34.2;39.5;41;45.7;0;;0;;0;0;0;0;0;2014;0;;
3;4;3;629;1;0;FALSO;275;6.5;Myrtaceae;Myrcia hebepetala DC.;Caingá;;;;;35.1;39.5;43.7;0;0;;0;;0;0;0;0;0;2014;1;2026;
3;4;3;630;1;0;FALSO;278;5.5;Salicaceae;Casearia sylvestris Sw.;Guaçatunga-preta;;;;;36;40.1;44.7;48.8;0;;0;;0;0;0;0;0;2014;0;;
3;4;3;773;1;0;FALSO;8;36;N.I.;N.I.;N.I.;;;;;;;;32.5;4;;0;;2;2;2;3;2;2026;0;;
3;4;3;774;1;1;FALSO;8;27.5;N.I.;N.I.;N.I.;;;;;;;;34.9;1.8;;0;;1;1;2;3;2;2026;0;;
3;4;3;775;1;0;FALSO;4;21;N.I.;N.I.;N.I.;;;;;;;;40;4;;0;;2;2;2;3;2;2026;0;;
3;4;3;776;1;0;FALSO;7.5;16.5;N.I.;N.I.;N.I.;;;;;;;;40.2;10;;0;;2;2;2;3;2;2026;0;;
3;4;3;777;1;0;FALSO;5;12;N.I.;N.I.;N.I.;;;;;;;;36.2;8;;0;;2;2;2;3;3;2026;0;;
3;4;3;778;1;0;FALSO;28;1.5;N.I.;N.I.;N.I.;;;;;;;;36.6;3;;0;;2;2;2;3;2;2026;0;;
3;4;3;779;1;0;FALSO;22.5;1;N.I.;N.I.;cambuí ;;;;;;;;31.6;2;;0;;1;2;2;3;2;2026;0;;
3;4;3;100050;1;0;FALSO;274.7;47.1;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;31.5;;;;;;;;;;;;0;0;0;0;0;;1;2005;
3;4;4;487;1;0;FALSO;287;2.2;Fabaceae;Machaerium stipitatum Vogel;Sapuva;48;52.2;55.1;56.2;56.5;57.1;57.5;59.7;0;;0;;0;0;0;0;0;;0;;
3;4;4;488;1;0;FALSO;280.9;7.1;Rubiaceae;Coussarea contracta (Walp.) Müll.Arg.;Cinzeiro-preto;44;48.1;52;54.6;56.3;59;62.5;67.1;0;;0;;0;0;0;0;0;;0;;
3;4;4;489;1;0;FALSO;281.4;8;Lauraceae;Ocotea porosa (Nees & Mart.) Barroso;Imbuia;125;131.5;133.5;135.8;136.9;137.8;139;141.6;0;;0;;0;0;0;0;0;;0;;
3;4;4;490;1;0;FALSO;283.5;8;Rosaceae;Prunus myrtifolia (L.) Urb.;Pessegueiro-bravo;61;;;;;;;;;;;;0;0;0;0;0;;1;2005;
3;4;4;491;1;0;FALSO;281.4;13.3;Styracaceae;Styrax leprosus Hook. & Arn.;Canela-raposa;77;88.5;93;97.3;101;101.5;102.4;0;0;;0;;0;0;0;0;0;;1;2026;
3;4;4;492;1;0;FALSO;280.4;15.7;Lauraceae;Ocotea porosa (Nees & Mart.) Barroso;Imbuia;128;134.5;135;136.8;139;141.6;145.4;152;0;;0;;0;0;0;0;0;;0;;
3;4;4;493;1;0;FALSO;286.2;15.1;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;105;;;;;;;;;;;;0;0;0;0;0;;1;2005;
3;4;4;494;1;0;FALSO;289;12.6;Primulaceae;Myrsine umbellata Mart.;Capororocão;41;;;;;;;;;;;;0;0;0;0;0;;1;2005;
3;4;4;495;1;0;FALSO;283.8;22.1;Salicaceae;Casearia decandra Jacq.;Guaçatunga-branca;38.5;43.2;46;47;49.7;50.5;50.8;51.9;0;;0;;0;0;0;0;0;;0;;
3;4;4;496;1;0;FALSO;286.5;28.5;Fabaceae;Cassia leptophylla Vogel;Canafistula;37.5;39;41;41.7;42.7;44.5;44;44;0;;0;;0;0;0;0;0;;0;;
3;4;4;497;1;0;FALSO;285;33;Lauraceae;Persea major (Meisn.) L.E.Kopp;Pau-de-andrade;61;63.3;67;68.2;69.5;71.2;74.9;80;0;;0;;0;0;0;0;0;;0;;
3;4;4;498;1;0;FALSO;281.3;34.6;Primulaceae;Myrsine umbellata Mart.;Capororocão;55;57.3;58.4;60.2;63.8;64.6;67.4;71.6;0;;0;;0;0;0;0;0;;0;;
3;4;4;499;1;0;FALSO;282.5;46.7;Lauraceae;Ocotea puberula (Rich.) Nees;Canela-guaicá;181;181;189.5;190;193;193.8;192.7;0;0;;0;;0;0;0;0;0;;1;2026;
3;4;4;500;1;0;FALSO;282.7;47.6;Araucariaceae;Araucaria angustifolia (Bertol.) Kuntze;Araucária;58;62.8;65.6;66.9;69.5;70.5;74.1;81.5;0;;0;;0;0;0;0;0;;0;;
3;4;4;501;1;0;FALSO;286.5;43.9;Aquifoliaceae;Ilex dumosa Reissek;Cauninha;40.5;41.9;42;42.3;43.4;43.4;;;;;;;0;0;0;0;0;;1;2020;
3;4;4;502;1;0;FALSO;287;43.7;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;42;42.4;44;43.8;44.4;44.8;45.2;0;0;;0;;0;0;0;0;0;;1;2026;
3;4;4;538;1;0;VERDADEIRO;288.5;16.8;Myrtaceae;Myrcia hebepetala DC.;Caingá;;37;39.2;43;45.7;49.5;56.1;59.1;0;;0;;0;0;0;0;0;2005;0;;
3;4;4;538;1;1;FALSO;288.5;16.8;Myrtaceae;Myrcia hebepetala DC.;Caingá;;38.5;44.1;46.9;50.1;53.5;52.9;58.5;0;;0;;0;0;0;0;0;2005;0;;
3;4;4;631;1;0;FALSO;283.5;46;Rubiaceae;Rudgea jasminoides (Cham.) Müll.Arg.;Véu-de-noiva;;;;;33.5;36.9;41.4;44.5;0;;0;;0;0;0;0;0;2014;0;;
3;4;4;632;1;0;FALSO;282.4;48.5;Rosaceae;Prunus myrtifolia (L.) Urb.;Pessegueiro-bravo;;;;;40.2;46.9;49.8;51.6;0;;0;;0;0;0;0;0;2014;0;;
3;4;4;633;1;0;FALSO;289;49.9;Rubiaceae;Rudgea jasminoides (Cham.) Müll.Arg.;Véu-de-noiva;;;;;31.5;33;34.4;35.3;0;;0;;0;0;0;0;0;2014;0;;
3;4;4;634;1;0;FALSO;284;25;Styracaceae;Styrax leprosus Hook. & Arn.;Canela-raposa;;;;;34.5;35.6;35.9;0;0;;0;;0;0;0;0;0;2014;1;2026;
3;4;4;664;1;0;FALSO;282;0.7;Rubiaceae;Rudgea jasminoides (Cham.) Müll.Arg.;Véu-de-noiva;;;;;;33.2;36;36;0;;0;;0;0;0;0;0;2017;0;;
3;4;4;665;1;0;FALSO;287;3;Symplocaceae;Symplocos tenuifolia Brand;Maria-mole;;;;;;36.7;43.8;51.4;0;;0;;0;0;0;0;0;2017;0;;
3;4;4;703;1;0;FALSO;288;1.2;N.I.;N.I.;cambui vermeho;;;;;;;34.2;38.2;0;;0;;0;0;0;0;0;2020;0;;
3;4;4;704;1;0;FALSO;284;24;Araucariaceae;Araucaria angustifolia (Bertol.) Kuntze;Araucária;;;;;;;32.5;0;0;;0;;0;0;0;0;0;2020;1;2026;
3;4;4;705;1;0;FALSO;290.5;41;N.I.;N.I.;N.I.;;;;;;;35.7;37.5;0;;0;;0;0;0;0;0;2020;0;;mudar para a faixa 4, já corrigi as coordenadas
3;4;4;780;1;0;FALSO;2;29;N.I.;N.I.;N.I.;;;;;;;;33.6;10;;0;;2;2;2;3;3;2026;0;;
3;4;5;503;1;0;FALSO;291.3;47.6;Rubiaceae;Palicourea sessilis (Vell.) C.M.Taylor;Jasmim-verdadeiro;78;93;102;112.8;119.9;131.6;142.7;163;0;;0;;0;0;0;0;0;;0;;
3;4;5;504;1;0;FALSO;294;47.1;Styracaceae;Styrax leprosus Hook. & Arn.;Canela-raposa;68;72.2;74.5;74.5;73.8;;;;;;;;0;0;0;0;0;;1;2017;
3;4;5;539;1;0;FALSO;299;40.3;Meliaceae;Cedrela fissilis Vell.;Cedro;40.5;47.7;50.2;51.8;54.9;59.4;65;75.3;0;;0;;0;0;0;0;0;;0;;
3;4;5;540;1;0;FALSO;296.7;39.8;Fabaceae;Machaerium stipitatum Vogel;Sapuva;67;71.8;75.8;77;78;79.5;79.8;81.2;0;;0;;0;0;0;0;0;;0;;
3;4;5;541;1;0;FALSO;298.5;35;Lauraceae;Nectandra grandiflora Nees & Mart;Canela-amarela;34;36.5;41.4;43.9;47.5;47.5;51.7;69;0;;0;;0;0;0;0;0;;0;;engoliu a placa, recolocados em 2026
3;4;5;542;1;0;FALSO;296.6;33.2;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;43;54.9;61.6;67.2;73.5;;;;;;;;0;0;0;0;0;;1;2017;
3;4;5;543;1;0;FALSO;291.1;30.7;Meliaceae;Cedrela fissilis Vell.;Cedro;80;93.3;100.4;105.7;109.3;114.4;118.5;125.3;0;;0;;0;0;0;0;0;;0;;engoliu a placa, recolocados em 2026
3;4;5;544;1;0;FALSO;290.9;27.3;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;37;37.8;39.1;42.3;46.9;50.5;55.5;69.9;0;;0;;0;0;0;0;0;;0;;engoliu a placa, recolocação em 2026
3;4;5;545;1;0;FALSO;294.5;27.9;Primulaceae;Myrsine umbellata Mart.;Capororocão;44;49.5;52.6;59.4;55;55;;56.2;0;;0;;0;0;0;0;0;;0;;
3;4;5;546;1;0;FALSO;297;24.7;Asteraceae;Vernonanthura petiolaris (DC.) H.Rob.;Vassourão;88;93.6;93.7;;;;;;;;;;0;0;0;0;0;;1;2011;
3;4;5;547;1;0;FALSO;292.6;13.9;Myrtaceae;Eugenia involucrata DC.;Cerejeira;52;59.3;62.8;64.4;66.6;70;72.5;76;0;;0;;0;0;0;0;0;;0;;
3;4;5;548;1;0;FALSO;292.5;13;Primulaceae;Myrsine umbellata Mart.;Capororocão;40;40.5;;;;;;;;;;;0;0;0;0;0;;1;2008;
3;4;5;549;1;0;FALSO;291.2;12.6;Primulaceae;Myrsine umbellata Mart.;Capororocão;34;35;35;35;35;;;;;;;;0;0;0;0;0;;1;2017;
3;4;5;550;1;1;VERDADEIRO;299.7;6.2;Lauraceae;Ocotea porosa (Nees & Mart.) Barroso;Imbuia;220;223.2;235.5;236;236;242.5;253;263;0;;0;;0;0;0;0;0;;0;;
3;4;5;550;2;2;FALSO;299.7;6.2;Lauraceae;Ocotea porosa (Nees & Mart.) Barroso;imbuia;;;;;;32;32.1;33;0;;0;;0;0;0;0;0;2017;0;;
3;4;5;551;1;0;FALSO;298;5.8;Salicaceae;Casearia decandra Jacq.;Guaçatunga-branca;50;54.8;58.5;60.8;61.5;62;63.8;65.2;0;;0;;0;0;0;0;0;;0;;
3;4;5;552;1;0;FALSO;299.8;3.8;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;52;56;57.5;58.9;61;62.3;65;69.2;0;;0;;0;0;0;0;0;;0;;
3;4;5;555;1;0;FALSO;296;46;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;;34.1;35.5;38.3;40.8;42.5;44.3;0;0;;0;;0;0;0;0;0;2005;1;2026;
3;4;5;556;1;0;FALSO;298;42;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;;;32.8;33.5;36.6;39;43.6;46.8;0;;0;;0;0;0;0;0;2008;0;;
3;4;5;557;1;0;FALSO;298;33.2;Annonaceae;Annona sylvatica A.St.-Hil.;Ariticum-amarelo;;;31.5;31.5;31.5;31.5;31.8;32.1;0;;0;;0;0;0;0;0;2008;0;;
3;4;5;558;1;0;FALSO;290.5;29;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;;36.1;37.5;42;45;47.5;49;57.1;0;;0;;0;0;0;0;0;2005;0;;
3;4;5;578;1;1;VERDADEIRO;293.7;38.7;Myrtaceae;Curitiba prismatica (D.Legrand) Salywon & Landrum;Murteira;;;;35;35;35;34.8;35.3;0;;0;;0;0;0;0;0;2011;0;;
3;4;5;578;2;2;FALSO;2.5;41;N.I.;N.I.;N.I.;;;;;;;;32.4;3;;0;;2;2;2;3;3;2026;0;;bifurcação 
3;4;5;579;1;0;FALSO;293.7;8.8;Rosaceae;Prunus myrtifolia (L.) Urb.;Pessegueiro-bravo;;;;33.8;;;;;;;;;0;0;0;0;0;2011;1;2014;
3;4;5;635;1;0;FALSO;297;24;Symplocaceae;Symplocos tenuifolia Brand;Maria-mole;;;;;34.2;44.4;51.8;64;0;;0;;0;0;0;0;0;2014;0;;engoliu a placa, recolocados em 2026
3;4;5;636;1;0;FALSO;291;10;Lauraceae;Ocotea porosa (Nees & Mart.) Barroso;Imbuia;;;;;34.2;34.2;;36.5;0;;0;;0;0;0;0;0;2014;0;;
3;4;5;666;1;0;FALSO;295;24;Asteraceae;Piptocarpha angustifolia Dusén ex Malme;Vassorão-de-folha-miúda;;;;;;34.6;46;70;0;;0;;0;0;0;0;0;2017;0;;
3;4;5;706;1;0;FALSO;285;44;N.I.;N.I.;N.I.;;;;;;;33;35.5;0;;0;;0;0;0;0;0;2020;0;;mudar para a faixa 4, já corrigi as coordenadas
3;4;5;707;1;0;FALSO;289;37;Bignoniaceae;Jacaranda micrantha Cham.;Caroba;;;;;;;32.5;36.3;0;;0;;0;0;0;0;0;2020;0;;mudar para a faixa 4, já corrigi as coordenadas
3;4;5;781;1;0;FALSO;4.5;21;N.I.;N.I.;N.I.;;;;;;;;33.6;12;;0;;3;2;2;3;3;2026;0;;
3;4;5;782;1;0;FALSO;4.5;0.7;N.I.;N.I.;N.I.;;;;;;;;38.2;3;;0;;2;2;2;3;3;2026;0;;
3;4;5;783;1;0;FALSO;0.2;6;N.I.;N.I.;N.I.;;;;;;;;38.4;8;;0;;1;2;2;3;3;2026;0;;
4;1;1;1;1;1;VERDADEIRO;300.4;51.6;Lauraceae;Ocotea porosa (Nees & Mart.) Barroso;Imbuia;170;180;182;182.5;182.5;182.5;186.5;191.2;0;;0;;0;0;0;0;0;2002;0;;
4;1;1;1;2;2;FALSO;300.4;51.6;Lauraceae;Ocotea porosa (Nees & Mart.) Barroso;Imbuia;120;121.4;123;126.5;129;129.5;136.6;139.3;0;;0;;0;0;0;0;0;2002;0;;
4;1;1;2;1;0;FALSO;306.5;52.6;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;71.5;74;76;80;80;82;84.4;93.2;0;;0;;0;0;0;0;0;2002;0;;
4;1;1;3;1;0;FALSO;309.7;51.4;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;51;54.5;59;64.2;65.3;68;68.6;74.6;0;;0;;0;0;0;0;0;2002;0;;
4;1;1;4;1;0;FALSO;309.7;52.5;Salicaceae;Casearia decandra Jacq.;Guaçatunga-branca;32;33;33.4;33.4;33.4;33.4;34.5;39.6;0;;0;;0;0;0;0;0;2002;0;;
4;1;1;5;1;0;FALSO;304.8;55;Rubiaceae;Palicourea sessilis (Vell.) C.M.Taylor;Jasmim-verdadeiro;50;55;62.5;68.4;73.5;73.5;75;76.7;0;;0;;0;0;0;0;0;2002;0;;
4;1;1;6;1;0;FALSO;305;65.2;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;93;96.5;97;98;98.9;;;;;;;;0;0;0;0;0;2002;1;2017;
4;1;1;7;1;0;FALSO;305.5;65.6;Myrtaceae;Eugenia involucrata DC.;Cerejeira;70;74.7;76.8;77.8;80.3;82;84.6;86.4;0;;0;;0;0;0;0;0;2002;0;;
4;1;1;8;1;0;FALSO;302.4;71.2;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;84;86.3;87;88.1;88.3;88.5;89;;;;;;0;0;0;0;0;2002;0;;
4;1;1;9;1;0;FALSO;303.5;80.7;Rubiaceae;Palicourea sessilis (Vell.) C.M.Taylor;Jasmim-verdadeiro;105;109;110.5;113.6;130.1;140.5;149.7;160.1;0;;0;;0;0;0;0;0;2002;0;;tronco quebrado. Mas galho vivo
4;1;1;10;1;0;FALSO;303.4;83.3;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;33.5;38.4;43;46.2;52.5;56.7;62.3;77.5;0;;0;;0;0;0;0;0;2002;0;;
4;1;1;11;1;0;FALSO;304.7;95.4;Bignoniaceae;Jacaranda micrantha Cham.;Caroba;69;75;75;76.6;82.7;88.2;90.5;93;0;;0;;0;0;0;0;0;2002;0;;
4;1;1;12;1;0;FALSO;301.4;96.3;Rubiaceae;Palicourea sessilis (Vell.) C.M.Taylor;Jasmim-verdadeiro;72;79.3;87;92.2;95.8;95.8;96;98.5;0;;0;;0;0;0;0;0;2002;0;;
4;1;1;13;1;1;VERDADEIRO;300.9;99.8;Fabaceae;Dalbergia brasiliensis Vogel;Jacarandá;75;78.6;80;80.8;80.9;80.9;80.2;0;0;;0;;0;0;0;0;0;2002;1;2026;
4;1;1;13;2;2;FALSO;300.9;99.9;Fabaceae;Dalbergia brasiliensis Vogel;Jacarandá;46;48.3;49;48.5;48.5;48.5;47.7;0;0;;0;;0;0;0;0;0;2002;1;2026;
4;1;1;411;1;0;FALSO;300.2;80.2;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;;;;;39.9;43.9;48.3;60.3;0;;0;;0;0;0;0;0;2014;0;;dap conferido 
4;1;1;412;1;0;FALSO;303.5;93;Symplocaceae;Symplocos tenuifolia Brand;Maria-mole;;;;;33.3;38;;;;;;;0;0;0;0;0;2014;1;2020;
4;1;1;497;1;0;FALSO;304;60.5;Rubiaceae;Palicourea sessilis (Vell.) C.M.Taylor;Jasmim-verdadeiro;;;;;;33.9;43.2;60;0;;0;;0;0;0;0;0;2017;0;;CAP conferido 
4;1;1;498;1;0;FALSO;309;71.5;Rubiaceae;Palicourea sessilis (Vell.) C.M.Taylor;Jasmim-verdadeiro;;;;;;32.1;43;61;0;;0;;0;0;0;0;0;2017;0;;CAP conferido 
4;1;1;499;1;0;FALSO;308;74;Rubiaceae;Palicourea sessilis (Vell.) C.M.Taylor;Jasmim-verdadeiro;;;;;;31.8;37.8;47.9;0;;0;;0;0;0;0;0;2017;0;;
4;1;1;500;1;0;FALSO;303.6;78;Asteraceae;Vernonanthura diffusa (Less.) H.Rob.;Cambará-açu;;;;;;45;65.3;93.6;0;;0;;0;0;0;0;0;2017;0;;
4;1;1;501;1;0;FALSO;300.5;85;Symplocaceae;Symplocos tenuifolia Brand;Maria-mole;;;;;;36.5;39.8;44.6;0;;0;;0;0;0;0;0;2017;0;;
4;1;1;566;1;0;FALSO;308;73;N.I.;N.I.;N.I.;;;;;;;33.4;40.6;0;;0;;0;0;0;0;0;2020;0;;
4;1;1;567;1;0;FALSO;300.5;77;N.I.;N.I.;N.I.;;;;;;;35.5;58.1;0;;0;;0;0;0;0;0;2020;0;;CAP conferido 
4;1;1;625;1;0;FALSO;306;50.9;N.I.;N.I.;N.I.;;;;;;;;33.1;5;;0;;3;1;3;4;2;2026;0;;
4;1;1;626;1;0;FALSO;302;64;N.I.;N.I.;N.I.;;;;;;;;43.9;5;;0;;3;1;3;5;3;2026;0;;
4;1;1;627;1;0;FALSO;305;73;N.I.;N.I.;N.I.;;;;;;;;51;5.5;;0;;3;1;3;5;3;2026;0;;
4;1;2;14;1;0;FALSO;313.8;98.1;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;67;75.8;78.5;82.9;88.6;93.3;101;115;0;;0;;0;0;0;0;0;2002;0;;CAP conferido 
4;1;2;15;1;0;FALSO;316;94.7;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;39;40.8;42;43.2;45.8;45.8;48.8;56.1;0;;0;;0;0;0;0;0;2002;0;;
4;1;2;16;1;0;FALSO;315;94.2;Salicaceae;Casearia decandra Jacq.;Guaçatunga-branca;32;35;36.3;37.2;37.2;37.2;37.7;38.4;0;;0;;0;0;0;0;0;2002;0;;
4;1;2;17;1;0;FALSO;314.2;93.3;Rubiaceae;Palicourea sessilis (Vell.) C.M.Taylor;Jasmim-verdadeiro;50;52.7;57.4;64;66.2;66.2;68.2;70;0;;0;;0;0;0;0;0;2002;0;;
4;1;2;18;1;0;FALSO;313.8;91.5;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;40;41.4;41.5;42.2;42.9;44.2;46.1;49.4;0;;0;;0;0;0;0;0;2002;0;;
4;1;2;19;1;0;FALSO;311.3;91.4;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;74;85.3;92.5;96.6;102.5;109;112.2;126.1;0;;0;;0;0;0;0;0;2002;0;;CAP conferido 
4;1;2;20;1;0;FALSO;315;91.1;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;43;46.3;47.2;47.6;49.1;50;50;49.7;0;;0;;0;0;0;0;0;2002;0;;
4;1;2;21;1;0;FALSO;317;91.2;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;63;67.2;69;71.9;73.5;74.5;76.2;78.5;0;;0;;0;0;0;0;0;2002;0;;
4;1;2;22;1;0;FALSO;312.5;89.4;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;56;58.9;60.2;62.4;64.6;64.6;64.6;65.5;0;;0;;0;0;0;0;0;2002;0;;
4;1;2;23;1;0;FALSO;317.2;81;Rubiaceae;Palicourea sessilis (Vell.) C.M.Taylor;Jasmim-verdadeiro;92;100;106.2;113;118.2;;;;;;;;0;0;0;0;0;2002;1;2017;
4;1;2;24;1;0;FALSO;311.6;63.8;Lauraceae;Persea major (Meisn.) L.E.Kopp;Pau-de-andrade;116;122.5;123.7;129.4;137.1;143;155;162.2;0;;0;;0;0;0;0;0;2002;0;;
4;1;2;25;1;0;FALSO;311.5;50.4;Lauraceae;Ocotea corymbosa (Meisn.) Mez;Canela-pimenta 2;38.5;41.5;43.2;45;47.9;48.9;49.3;53;0;;0;;0;0;0;0;0;2002;0;;
4;1;2;26;1;0;FALSO;318;57;Rubiaceae;Palicourea sessilis (Vell.) C.M.Taylor;Jasmim-verdadeiro;33.5;34.6;;;;;;;;;;;0;0;0;0;0;2002;1;2008;
4;1;2;27;1;0;FALSO;310.5;56.4;Bignoniaceae;Jacaranda micrantha Cham.;Caroba;58;59;67.5;73.6;81.4;86;91.4;96.6;0;;0;;0;0;0;0;0;2002;0;;
4;1;2;390;1;0;FALSO;311;98.5;Aquifoliaceae;Ilex paraguariensis A.St.-Hil.;Erva-mate;;;;31.7;32.8;32.8;32.8;;;;;;0;0;0;0;0;2011;0;;
4;1;2;391;1;0;FALSO;317;53;Rubiaceae;Palicourea sessilis (Vell.) C.M.Taylor;Jasmim-verdadeiro;;;;41.8;46.4;50;52.8;59.8;0;;0;;0;0;0;0;0;2011;0;;
4;1;2;413;1;0;FALSO;312;59;Symplocaceae;Symplocos tenuifolia Brand;Maria-mole;;;;;39.6;49.7;58.4;70.1;0;;0;;0;0;0;0;0;2014;0;;CAP conferido 
4;1;2;414;1;0;FALSO;316;56;Rubiaceae;Palicourea sessilis (Vell.) C.M.Taylor;Jasmim-verdadeiro;;;;;40.1;43.5;48.1;64.3;0;;0;;0;0;0;0;0;2014;0;;CAP conferido 
4;1;2;415;1;0;FALSO;319;55;Aquifoliaceae;Ilex theezans Mart. ex Reissek;Caúna;;;;;36.6;36.6;37.7;41;0;;0;;0;0;0;0;0;2014;0;;
